,count,author,date,text_update
156,156,"Nicholas Bogel-Burroughs, in New York",1604770384000,"

                    Rudy Giuliani baselessly tried to sow doubt about the veracity of the election at a news conference after the race was called, suggesting that courts should overturn the Pa. result.




                "
157,157,"Stephanie Saul, in New York",1604770189000,"

                    Joe Biden’s victory provides a lesson in resilience. He had run for the presidency unsuccessfully in 1988 and 2008 before finally achieving his goal in 2020.




                "
158,158,"Jennifer Medina, in Phoenix",1604769705000,"

                    Biden has also captured Nevada, a state where Democrats have built a powerful political machine in the last decade, largely thanks to labor unions.




                  
See Nevada results › 
"
159,159,"Michael Grynbaum, in New York",1604769676000,"

                    On Fox News, Bret Baier referred to “President-elect Biden.” Chris Wallace laughed and told viewers: “It’s going to take some getting used to.”




                "
160,160,"Nicholas Bogel-Burroughs, in New York",1604769619000,"

                    “Obviously, he’s not going to concede,” Rudy Giuliani, the president’s personal lawyer, says at a news conference in Philadelphia that was scheduled before the race was called.




                "
161,161,"Jennifer Medina, in Phoenix",1604769496000,"

                    Minutes after networks declared Biden the winner, dozens of Trump’s supporters gathered at the Maricopa County recorder office here, where ballots were still being tabulated.




                "
162,162,"Emily Cochrane, in Washington",1604769416000,"

                    Speaker Nancy Pelosi, in a statement, says that voters “have elected a unifier who values faith, family and community, and who will work tirelessly to heal our nation.”




                "
163,163,"Adam Nagourney, in Los Angeles",1604769347000,"

                    Huge contrast with Clinton and Obama becoming president on waves of high hopes. Biden takes over a country in crisis, and voters know that. He may benefit from lowered expectations.




                "
164,164,Shane Goldmacher,1604769140000,"

                    Joe Biden secures his election to the White House exactly 48 years to the day after he was first elected to the Senate.




                "
165,165,"Dave Philipps, in Las Vegas",1604768928000,"

                    At the Clark County elections headquarters in Las Vegas, where Trump supporters have rallied to demand that officials “stop the steal,” all is quiet right now. Not a single protester.




                "
166,166,"Emily Cochrane, in Washington",1604768766000,"

                    Senator Chuck Schumer nods to the Georgia Senate runoffs: “A Democratic majority in the U.S. Senate would be the biggest difference maker to help President-elect Biden deliver for working families across the country.”




                "
167,167,Jonathan Martin,1604768715000,"

                    Joseph Robinette Biden Jr. was elected the 46th president of the United States, making Donald J. Trump a one-term president after four years of tumult in the White House.


                   Read more ›
"
168,168,"Katie Glueck, in Wilmington, Del.",1604768169000,"

                    President-elect Joseph R. Biden Jr.: “It’s time for America to unite. And to heal. We are the United States of America. And there’s nothing we can’t do, if we do it together.”




                "
169,169,"Katie Glueck, in Wilmington, Del.",1604768120000,"

                    A Biden statement, echoing themes he has pressed from the beginning: “With the campaign over, it’s time to put the anger and the harsh rhetoric behind us and come together as a nation.”




                "
170,170,"Stephanie Saul, in New York",1604767978000,"

                    Northampton County, Pa., a working-class area that once was home to Bethlehem Steel, is living up to its reputation as a bellwether. Biden appears to have flipped the county blue.




                  
See Pennsylvania results › 
"
171,171,"Michael D. Shear, in Washington",1604767658000,"

                    The Drudge Report, a conservative website that has not always been kind to President Trump, used the inevitable headline: ""YOU’RE FIRED!”




                "
172,172,"Maggie Haberman, in New York",1604767617000,"

                    The Trump campaign says it will continue with its legal challenges, even as most advisers realize it’s unlikely to change the outcome.




                "
173,173,Shane Goldmacher,1604767470000,"

                    The tipping-point state for Joe Biden was Pennsylvania, the state where he was born, where he kicked off his campaign and where he spent the last days of the race.




                "
174,174,"Katie Glueck, in Wilmington, Del.",1604767333000,"

                    “Ecstatic — a great day for this country,” says Biden campaign manager Jennifer O'Malley Dillon, according to a pool report.




                "
175,175,"Nick Corasaniti, in Philadelphia",1604767251000,"

                    The newest vote totals in Pennsylvania give Biden a lead of 34,414 votes, outside of the automatic recount threshold.




                  
See Pennsylvania results › 
"
176,176,"Michael Grynbaum, in New York",1604767203000,"

                    Fox News was the last major TV network to call the election for Biden, at 11:40 a.m. It was the only network that did not have its A-list anchor team on the air at 11 a.m.




                "
177,177,"Michael D. Shear, in Washington",1604767174000,"

                    Biden was declared the winner just over an hour after Trump declared on Twitter and Facebook: “I WON THIS ELECTION, BY A LOT!” Both companies warned that was premature.




                "
178,178,"Adam Nagourney, in Los Angeles",1604766991000,"

                    For all the nation’s divisions, Biden is on track to win a solid, even decisive election: a popular-vote margin of more than 4 million and potentially over 300 Electoral College votes.




                "
179,179,"Adam Nagourney, in Los Angeles",1604766892000,"

                    Joseph R. Biden Jr.’s election as the 46th president comes after four polarizing years. He is taking over a country torn by a pandemic, an economic downturn and political strife.




                "
180,180,"Michael Cooper, in New York",1604766652000,"

                    In New York City, as networks began to call the race, people cheered out their windows and banged pots — reminiscent of how they cheered essential workers early in the pandemic.




                "
181,181,"Michael D. Shear, in Washington",1604766600000,"

                    Trump was at his golf club in Virginia this morning as several networks and The Associated Press projected that he had lost his bid for re-election just before 11:30 a.m.




                "
182,182,"Katie Glueck, in Wilmington, Del.",1604766545000,"

                    Minutes before TV networks called the race, Biden’s sister, Valerie Biden Owens, told us of this moment: “It’s wonderful. It’s a wonderful thing for us, but it’s a better thing for America.”




                "
183,183,The New York Times,1604766484000,"

                    The Associated Press said Joe Biden had defeated President Trump in Pennsylvania and won the presidency. The Times is now reviewing The A.P.’s call.




                "
184,184,"Katie Glueck, in Wilmington, Del.",1604766392000,"

                    At the Westin hotel in Wilmington, where the Biden team has set up shop, CNN is blaring and just called Pennsylvania, and the race, for Joe Biden.




                "
185,185,"Nick Corasaniti, in Philadelphia",1604765985000,"

                    In Pennsylvania, an automatic recount is triggered when the margin is less than 0.5 percent of the total, which would currently be 33,674. At the moment, Biden’s lead is 30,908.




                  
See Pennsylvania results › 
"
186,186,"Jennifer Medina, in Phoenix",1604765861000,"

                    The latest batch of Maricopa County votes was somewhat better for Trump than other recent batches, which means he closed the gap more than many observers expected.




                  
See Arizona results › 
"
187,187,"Michael Cooper, in New York",1604765677000,"

                    With the most recent release of votes in Arizona, Biden’s lead in the state now stands at 20,573 votes.




                  
See Arizona results › 
"
188,188,"Jennifer Medina, in Phoenix",1604765581000,"

                    This is the first time Maricopa County voters chose a  Democrat for president in more than 70 years. My colleagues reported on one of the biggest political shifts in the country:


                   Read more ›
"
189,189,"Jennifer Medina, in Phoenix",1604765264000,"

                    Biden is still firmly ahead in Maricopa County (Phoenix), receiving about 50 percent of the votes tallied in the county, compared with 48 percent for Trump.




                  
See Arizona results › 
"
190,190,"Jennifer Medina, in Phoenix",1604765113000,"

                    Arizona’s Maricopa County, by far the largest in the state, has just released what officials say is the last large report of tallied votes.




                  
See Arizona results › 
"
191,191,"Nate Cohn, in New York",1604764980000,"

                    Trump wins the new Maricopa vote by 15.6 points. Still not good enough for him. Still not going to yield a projection, I don’t think.




                  
See Arizona results › 
"
192,192,"Nate Cohn, in New York",1604762715000,"

                    Biden keeps inching closer to victory. He now leads in states worth over 300 electoral votes. So why hasn’t the race for president been called?


                   Read more ›
"
193,193,"Matt Stevens, in New York",1604761625000,"

                    Why is it taking so long to count in Alaska? Officials cite two reasons: the state’s late deadline for accepting absentee ballots and the process to ensure people don’t vote twice.


                   Read more ›
"
194,194,"Annie Karni, in Washington",1604759300000,"

                    The closeness of the Biden-Trump race in key states suggests that the 2016 outcome may have been less about Hillary Clinton’s political weaknesses than it was about Trump’s strengths.


                   Read more ›
"
195,195,"Michael D. Shear, in Washington",1604756622000,"

                    Trump on Saturday morning was tweeting more baseless claims about election irregularities, focusing his ire on Pennsylvania, where a loss would seal his fate as a one-term president.


                   Read more ›
"
196,196,The New York Times,1604735824000,"

                    Biden added to his margin in Fulton County, Ga., which includes most of Atlanta. He now leads by 7,248 votes in the state, with more than 98 percent of estimated votes reported.




                  
See Georgia results › 
"
197,197,"Maggie Haberman, in New York",1604722939000,"

                    Mark Meadows, the White House chief of staff who abided by Trump’s efforts to play down the coronavirus throughout the summer, has contracted the virus himself, a senior administration official said.


                   Read more ›
"
198,198,"Thomas Kaplan, in Wilmington, Del.",1604722107000,"

                    Biden didn’t get to deliver a victory speech tonight, but he says as he concludes his brief remarks, “I hope to be talking to you tomorrow.”




                "
199,199,"Thomas Kaplan, in Wilmington, Del.",1604721910000,"

                    Biden tries to lower the temperature: “We may be opponents, but we’re not enemies. We’re Americans."" He adds, “We have to put the anger and the demonization behind us.”




                "
200,200,"Thomas Kaplan, in Wilmington, Del.",1604721656000,"

                    Biden urges patience as votes are counted: “We’re proving again what we’ve proved for 244 years in this country: Democracy works. Your vote will be counted.”




                "
201,201,"Thomas Kaplan, in Wilmington, Del.",1604721454000,"

                    Biden says Americans have “given us a mandate for action.” He adds, “They made it clear they want the country to come together.”




                "
202,202,"Thomas Kaplan, in Wilmington, Del.",1604721257000,"

                    The numbers “tell us a clear and convincing story,” Biden says in Wilmington. “We’re going to win this race.”




                "
203,203,"Katie Glueck, in Wilmington, Del.",1604720764000,"

                    Here in Wilmington, a number of top Biden aides have entered the room.




                "
204,204,"Nick Corasaniti, in Philadelphia",1604720732000,"

                    Election officials in both Philadelphia and Allegheny County (Pittsburgh) have stopped counting for the night and will resume Saturday morning.




                  
See Pennsylvania results › 
"
205,205,"Trip Gabriel, in Pittsburgh",1604720472000,"

                    The elections chair in Erie County, Pa., said about 1,500 provisional ballots were cast there, and they’ve been about evenly split Trump-Biden. Biden’s lead will change little.




                  
See Pennsylvania results › 
"
206,206,"Thomas Kaplan, in Wilmington, Del.",1604719980000,"

                    Biden’s motorcade is en route to the Chase Center in Wilmington, where he is expected to speak shortly.




                "
207,207,"Glenn Thrush, in Washington",1604718077000,"

                    A decade-long push by Stacey Abrams and voting rights activists played a major part in Joe Biden’s breakthrough in Georgia.


                   Read more ›
"
208,208,Shane Goldmacher,1604717537000,"

                    Biden hasn’t been declared the winner, but he’s ramping up transition planning, and some potential top White House aides could be named as early as next week.


                   Read more ›
"
209,209,"Trip Gabriel, in Pittsburgh",1604716879000,"

                    Allegheny County (Pittsburgh) just announced a new batch of ballots counted: 7,300 for Biden, 1,875 for Trump. Biden’s lead in Pennsylvania increases to 27,130 votes.




                  
See Pennsylvania results › 
"
210,210,"Katie Glueck, in Wilmington, Del.",1604715417000,"

                    A number of top Biden officials and allies are on hand tonight in Wilmington, including Jake Sullivan and Steve Ricchetti, two of his close advisers, and Senator Chris Coons.




                "
211,211,"Jennifer Medina, in Phoenix",1604714806000,"

                    In Arizona, Maricopa County just released another round of ballot results, and while Trump closed the gap slightly, it doesn’t put him on pace to capture the state.




                  
See Arizona results › 
"
212,212,"Nick Corasaniti, in Philadelphia",1604714514000,"

                    Biden continues to build on his lead in Pennsylvania, now leading the president by 21,705 votes after updates from Chester and Delaware counties outside Philadelphia.




                  
See Pennsylvania results › 
"
213,213,"Katie Glueck, in Wilmington, Del.",1604714279000,"

                    Biden is expected to speak tonight regardless of the status of the uncalled races, campaign officials say.




                "
214,214,Nicholas Fandos,1604713601000,"

                    Senator David Perdue is headed to a January runoff against Jon Ossoff, his Democratic challenger. The contest in Georgia could determine which party controls the Senate.


                   Read more ›
"
215,215,"Sean Keenan, in Atlanta",1604712108000,"

                    A man working at a vote-counting site in Atlanta earlier this week has gone into hiding after being wrongly accused of discarding a ballot, his boss said.


                   Read more ›
"
216,216,"Nicole Craine, in Atlanta",1604711505000,"

                    Volunteers went door-to-door in Atlanta and elsewhere in Georgia today to help voters correct issues with their rejected absentee ballots, a process known as curing.


                  See more ›
"
217,217,"Katie Glueck, in Wilmington, Del.",1604710627000,"

                    People familiar with the Biden campaign’s thinking say he may speak tonight even if the race isn’t called, but the tone will be shaped by the results that are in. Things are still fluid.




                "
218,218,"Matt Stevens, in New York",1604708507000,"

                    Officials in Maricopa County, Ariz., expect to release tens of thousands of newly recorded votes around 9 p.m. ET. The remaining votes there will be key to deciding a tight race.




                "
219,219,"Katie Glueck, in Wilmington, Del.",1604707243000,"

                    Biden had planned to address the nation tonight, but there are indications he may well not do so until the race is called. Things are fluid here in Wilmington!




                "
220,220,"Nate Cohn, in New York",1604706361000,"

                    New ballots from Clark County (Las Vegas) expanded Biden’s lead in Nevada. I am not aware of a reason to believe that Trump can overcome his deficit in the state.




                  
See Nevada results › 
"
221,221,"Nate Cohn, in New York",1604706255000,"

                    The latest Arizona ballot releases aren’t looking great for Trump. Biden just led Yuma’s update. The problem for Trump? That’s a place where he led the count up till now.




                  
See Arizona results › 
"
222,222,"Nick Corasaniti, in Philadelphia",1604706011000,"

                    There are still 102,000 mail ballots to be counted in Pennsylvania. Additionally, there are at least 100,000 provisional ballots issued on Tuesday that have yet to be counted.




                  
See Pennsylvania results › 
"
223,223,"Dave Philipps, in Las Vegas",1604705465000,"

                    Biden nets 2,520 votes in the Las Vegas area, giving him a lead of over 22,000 in Nevada. Tens of thousands of ballots still to count, but they continue to go Biden’s way.




                  
See Nevada results › 
"
224,224,"Katie Glueck, in Wilmington, Del.",1604705351000,"

                    I’m told Biden spent the day watching election results, meeting with aides and being with his family.




                "
225,225,"Nate Cohn, in New York",1604705002000,"

                    The vote count has slowed to a crawl in key states, leaving Biden tantalizingly close to 270 electoral votes, but without a clear sense of when he might reach that number.


                   Read more ›
"
226,226,"Katie Glueck, in Wilmington, Del.",1604703894000,"

                    The stage is set up and I believe I saw teleprompters, but with the race uncalled, the timing of when we’ll hear from Biden — who has emphasized the need to count every vote — appears fluid.




                "
227,227,"Adam Nagourney, in Los Angeles",1604703592000,"

                    The most contentious election night debates were once over networks calling the race before West Coast polls closed. As we watch decision desks hammered to make calls in PA, AZ, NV, that seems positively quaint.




                "
228,228,"Nate Cohn, in New York",1604701124000,"

                    I don't think we're getting a call in Georgia for weeks, but we have such a good accounting of remaining ballots that Trump may need a tabulation error to win.




                  
See Georgia results › 
"
229,229,"Stephanie Saul, in New York",1604700580000,"

                    Biden gains more ground in Georgia, netting 2,725 votes in Gwinnett County, a blue-leaning suburb of Atlanta. He now leads Trump by more than 4,000 votes in the state.




                  
See Georgia results › 
"
230,230,"Nick Corasaniti, in Philadelphia",1604693976000,"

                    Important amid lawsuits in Pa.: Ballots arriving after Election Day are segregated. They are then processed and counted separately, and, for now, not added to the current totals.




                  
See Pennsylvania results › 
"
231,231,Nicholas Fandos,1604693538000,"

                    David Perdue, Republican incumbent in Georgia, is “excited for overtime,” his campaign manager said, as he pledged to beat Jon Ossoff in a Senate runoff he hoped to avoid.




                  
See Georgia results › 
"
232,232,"Nate Cohn, in New York",1604691949000,"

                    The right is criticizing the Philadelphia count, but Trump's on track to outdo his 2016 showing there, probably due to gains with nonwhites like those he's making elsewhere.




                "
233,233,Neil Vigdor,1604691051000,"

                    Carolyn Bourdeaux, a two-time Democratic candidate and college professor, flipped an open House seat in Georgia that had become a top priority for Democrats.


                   Read more ›
"
234,234,"Adam Nagourney, in Los Angeles",1604690180000,"

                    Trump’s strategy in Pa. was finding voters who didn’t turn out in 2016. Looks like he succeeded. Unfortunately for him, he also turned out many first-time voters who oppose him.


                  See exit polls ›
"
235,235,"Nate Cohn, in New York",1604689821000,"

                    Don’t expect a call soon on Georgia. It’s tight, and the secretary of state said there would be a recount. This one might not be called until the results are certified.




                  
See Georgia results › 
"
236,236,"Katie Glueck, in Wilmington, Del.",1604689673000,"

                    Star-shaped balloons are now affixed to the security barrier at the outdoor site where Biden is expected to speak tonight in prime time. A crowd is already forming.




                "
237,237,"Dave Philipps, in Las Vegas",1604687261000,"

                    Nevada’s Clark County, home to Democratic stronghold Las Vegas, still has 63,000 ballots to be counted. So far every update from Clark has helped Biden. Next update by 7 p.m. ET.




                  
See Nevada results › 
"
238,238,"Nick Corasaniti, in Philadelphia",1604686212000,"

                    Philadelphia officials said that the remaining 40,000 ballots there fall into three categories: they require review, are provisional or are from military or overseas voters.




                  
See Pennsylvania results › 
"
239,239,"Nick Corasaniti, in Philadelphia",1604684955000,"

                    Mayor Jim Kenney of Philadelphia said the Trump campaign “has not produced one iota of evidence” of voter fraud in the city.




                "
240,240,"Nick Corasaniti, in Philadelphia",1604684910000,"

                    Philadelphia officials said they’d release another update of votes from the city today, between 2,000 and 3,000 votes. The remaining 40,000 votes could take a few more days.




                  
See Pennsylvania results › 
"
241,241,"Emily Cochrane, in Washington",1604683974000,"

                    Speaker Nancy Pelosi said she has not spoken to Biden about a transition, telling reporters, “He doesn’t do anything until — and that, even to discuss — just until.”




                "
242,242,"Katie Glueck, in Wilmington, Del.",1604683639000,"

                    Joe Biden plans to speak tonight during prime time, a campaign official says.




                "
243,243,"Katie Glueck, in Wilmington, Del.",1604683090000,"

                    Good afternoon from Wilmington. The scene on the ground: growing activity and Biden supporters angling to catch a glimpse of the man they hope will be president-elect.


                   Read more ›
"
244,244,"Jennifer Medina, in Phoenix",1604682512000,"

                    Mike Noble, a Phoenix-based pollster, told me: “That’s a wrap for the presidential contest in AZ. Trump needed almost 60% on this ballot drop, he got very low 50s. #Ballgame.”




                  
See Arizona results › 
"
245,245,"Nate Cohn, in New York",1604681286000,"

                    No one has projected Nevada for Biden, but Trump’s path to victory is now exceedingly narrow. Virtually all of the remaining vote is from Clark County, which is heavily Democratic.


                   Read more ›
"
246,246,"Jennifer Medina, in Phoenix",1604680921000,"

                    Nevada’s Clark County, home to Las Vegas, just delivered big for Biden — he picked up nearly 20,000 votes, more than double what Trump received in this drop, and moved closer to clinching the state.




                  
See Nevada results › 
"
247,247,"Stephanie Saul, in New York",1604680253000,"

                    In Georgia, another 5,000 votes are expected by late morning or early afternoon from Gwinnett County, a Democratic-leaning Atlanta suburb, according to a spokesman.




                  
See Georgia results › 
"
248,248,"Nate Cohn, in New York",1604679353000,"

                    Trump wins the new Maricopa County, Ariz., ballots by just five points. Don't know if it’ll allow a race call, but that pace won’t cut it for the president to win the state.




                  
See Arizona results › 
"
249,249,"Jennifer Medina, in Phoenix",1604678991000,"

                    The new ballots reported in Arizona’s Maricopa County, which includes Phoenix, were not what Trump was hoping for — he needed to do much better to cut into Biden’s lead.




                  
See Arizona results › 
"
250,250,"Alicia Parlapiano, in Washington",1604678221000,"

                    At 11 a.m. Eastern time we’re expecting more results from Maricopa County (Phoenix), where the majority of Arizona’s uncounted votes remain.




                  
See Arizona results › 
"
251,251,"Michael Gold, in New York",1604678122000,"

                    More than 4,000 votes are left to be counted in Georgia, as well as an unknown number of overseas and military ballots that are still arriving, an elections official said.




                  
See Georgia results › 
"
252,252,"Michael Gold, in New York",1604677890000,"

                    With a narrow margin between candidates, “there will be a recount in Georgia,” the state’s top elections official said. Biden currently leads by about 1,500 votes.




                  
See Georgia results › 
"
253,253,"Dave Philipps, in Las Vegas",1604677614000,"

                    Good morning from Las Vegas. A protest at the election center last night was peaceful — no arrests. We’re expecting about 50,000 votes to be released at 9 a.m. here (noon ET).




                  
See Nevada results › 
"
254,254,"Katie Glueck, in Wilmington, Del.",1604676684000,"

                    A Biden spokesman says that if Biden wins and Trump refuses to concede, “The United States government is perfectly capable of escorting trespassers out of the White House.”




                "
255,255,"Annie Karni, in Washington",1604674873000,"

                    The Trump campaign hints that no one should be expecting a Trump concession. “This election is not over,” a campaign attorney said in a statement.




                "
256,256,"Nick Corasaniti, in Philadelphia",1604674499000,"

                    Even the recent tallies of mail ballots from red counties in Pennsylvania have favored Biden, since many Democrats voted by mail. He netted 2,500 votes from Mercer County last night.




                  
See Pennsylvania results › 
"
257,257,"Nick Corasaniti, in Philadelphia",1604674010000,"

                    There are 130,000 ballots left to count in Pennsylvania, many from Democratic-leaning areas. Allegheny County (Pittsburgh) has at least 37,000, and the Philadelphia suburbs have about 20,000.




                "
258,258,"Nick Corasaniti, in Philadelphia",1604672808000,"

                    Biden gained 27,396 votes in the latest update from Philadelphia, and Trump 3,760, putting Biden in the lead. There are still roughly 20,000 ballots to count in the city.




                  
See Pennsylvania results › 
"
259,259,"Nick Corasaniti, in Philadelphia",1604672108000,"

                    The votes being counted in Pennsylvania do not include any mail ballots arriving after Nov. 3. Those are being kept segregated. This count is for votes in by Election Day.




                  
See Pennsylvania results › 
"
260,260,"Maggie Astor, in New York",1604671786000,"

                    Winning Pennsylvania would clinch the election for Biden regardless of what happens in any of the other states that remain to be called.




                "
261,261,"Nick Corasaniti, in Philadelphia",1604670730000,"

                    Biden has pulled ahead in Pennsylvania, erasing a large Trump lead from Election Day. The remaining ballots to be counted are coming from heavily Democratic areas in the state.




                  
See Pennsylvania results › 
"
262,262,"Stephanie Saul, in New York",1604670031000,"

                    The slim margin of Biden’s current lead in Georgia falls squarely into recount territory in the state — 0.5 percent or under.


                   Read more ›
"
263,263,"Mark Landler, in London",1604668940000,"

                    The next few batches of votes to be counted could vault Biden past Trump in pivotal Pennsylvania. That raises a politically fraught question for the TV networks: When would they call the race?




                "
264,264,"Nick Corasaniti, in Philadelphia",1604666966000,"

                    Election officials in Philadelphia said more vote totals would be released Friday morning from the roughly 54,000 outstanding ballots in the city.




                  
See Pennsylvania results › 
"
265,265,"Stephanie Saul, in New York",1604661034000,"

                    In Georgia, Biden increased his lead to 1,096 over Trump after another batch of ballots came in from Clayton County, a deep blue county just south of Atlanta.




                  
See Georgia results › 
"
266,266,"Stephanie Saul, in New York",1604659213000,"

                    If Biden's lead holds in Georgia, he will be the first Democrat the state has backed in a presidential race since Bill Clinton in 1992.




                "
267,267,"Stephanie Saul, in New York",1604659000000,"

                    Election workers in surburban Gwinnett County are expected to finalize its vote this morning. Gwinnett is a blue-leaning county and the vote there has been breaking 2-1 for Biden.




                  
See Georgia results › 
"
268,268,"Stephanie Saul, in New York",1604658024000,"

                    Some counties sent election workers home overnight, but those in Clayton counted through the early morning, the reason the county was responsible for pushing Mr. Biden into the lead in Georgia.




                "
269,269,"Mark Landler, in London",1604657869000,"

                    Georgia would be a landmark political and moral victory for Biden. But its short-term importance is purely mathematical: if it holds, it would block Trump from reaching 270 electoral votes.




                "
270,270,"Stephanie Saul, in New York",1604657548000,"

                    The votes that pushed Biden ahead of Trump in Georgia came from Clayton County, an overwhelmingly Democratic county and home to Hartsfield-Jackson Atlanta International Airport.




                  
See Georgia results › 
"
271,271,"Stephanie Saul, in New York",1604656178000,"

                    Biden is now in front by 917 votes in Georgia, overtaking Trump after a long night of counting. Absentee ballots from Clayton County, just south of Atlanta, broke heavily in his favor.




                  
See Georgia results › 
"
272,272,The New York Times,1604652369000,"

                    As more votes were counted early Friday in Georgia, Biden is now trailing Trump by just 463 votes, narrowing a gap of more than 18,000 at the start of Thursday.




                  
See Georgia results › 
"
273,273,"Nick Corasaniti, in Philadelphia",1604639309000,"

                    There are roughly 175,000 absentee ballots still to count in Pennsylvania, including more than 58,000 in Philadelphia. Major counties like Philadelphia will keep counting through the night.




                  
See Pennsylvania results › 
"
274,274,"Nick Corasaniti, in Philadelphia",1604638907000,"

                    Trump’s lead in Pennsylvania is now less than 24,000 votes after more results trickled in from Bucks and Delaware counties.




                  
See Pennsylvania results › 
"
275,275,"Michael Crowley, in Washington",1604636013000,"

                    Democrats are urging voters in Georgia to fix absentee ballots that were rejected because of invalid or missing signatures before the deadline on Friday evening.


                   Read more ›
"
276,276,"Simon Romero, in Phoenix",1604635544000,"

                    Another protest by supporters of President Trump unfolded on Thursday night in front of the Phoenix building where ballots were being counted in Arizona’s largest county.


                   Read more ›
"
277,277,"Nick Corasaniti, in Philadelphia",1604634551000,"

                    Philadelphia releases its first batch of results in hours, netting Biden more than 10,000 votes. The Trump lead in Pennsylvania is now around 26,000 votes.




                  
See Pennsylvania results › 
"
278,278,"Stephanie Saul, in New York",1604633361000,"

                    Of the votes yet to be counted in Georgia, more than 5,000 come from Clayton County, a heavily Democratic area south of Atlanta.




                  
See Georgia results › 
"
279,279,"Stephanie Saul, in New York",1604631822000,"

                    Biden continues to close the gap with Trump in Georgia, where the president’s margin has shrunk to 1,902 votes.




                  
See Georgia results › 
"
280,280,"Nick Corasaniti, in Philadelphia",1604631595000,"

                    With more votes coming in from Monroe County in eastern Pennsylvania, Trump’s margin in the state is down to 42,000 — with at least 208,000 ballots left to count statewide.




                  
See Pennsylvania results › 
"
281,281,"Alicia Parlapiano, in Washington",1604629616000,"

                    Maricopa County will post its next report Friday at 11 a.m. ET. Officials there say they have 204,000 more early ballots to process, and a smaller number of provisional and other ballots.




                  
See Arizona results › 
"
282,282,"Alicia Parlapiano, in Washington",1604629052000,"

                    With the update we just got from Maricopa County, Biden’s margin over Trump in Arizona has narrowed to 1.5 points from 2.4 points this morning. About 46,000 votes separate them.




                  
See Arizona results › 
"
283,283,"Jennifer Medina, in Phoenix",1604628978000,"

                    With another batch of votes in Maricopa County (Phoenix), Biden’s lead in Arizona has shrunk. These are the last votes expected to be reported by Maricopa tonight.




                  
See Arizona results › 
"
284,284,"Maggie Astor, in New York",1604628449000,"

                    Biden continues to gain ground in Georgia. Trump now leads there by just 2,497 votes. Another 16,105 votes remain to be counted.




                  
See Georgia results › 
"
285,285,"Nick Corasaniti, in Philadelphia",1604628176000,"

                    Biden continues to improve in Pennsylvania, where he just picked up a net of 2,500 votes in red Mercer County, where Trump currently has 63 percent of the vote.




                  
See Pennsylvania results › 
"
286,286,"Alicia Parlapiano, in Washington",1604627787000,"

                    Around 9 p.m Eastern time we’re expecting more results from Maricopa County (Phoenix), where the majority of Arizona’s uncounted votes remain.




                  
See Arizona results › 
"
287,287,"Nick Corasaniti, in Philadelphia",1604627339000,"

                    Trump’s lead in Pennsylvania is down to just over 50,000, with at least 250,000 mail ballots left to count in the state.




                  
See Pennsylvania results › 
"
288,288,"Stephanie Saul, in New York",1604626881000,"

                    In Georgia, where Trump’s lead over Biden has shrunk to 3,486, only 18,936 ballots remain uncounted, according to Jordan Fuchs, the deputy secretary of state.




                  
See Georgia results › 
"
289,289,"Nick Corasaniti, in Philadelphia",1604626686000,"

                    Trump’s margin continues to shrink in Pennsylvania as Biden surges in Philadelphia’s suburbs. Updates from Delaware and Bucks counties gave Biden a net gain of 5,400 votes.




                  
See Pennsylvania results › 
"
290,290,"Jim Rutenberg, in New York",1604623217000,"

                    A federal judge denied the Trump campaign’s request to stop vote counting in Philadelphia, but officials agreed to expand the number of people each side could have in the room.




                  
See Pennsylvania results › 
"
291,291,"Adam Nagourney, in Los Angeles",1604622773000,"

                    Trump’s remarks had a farewell tone to them as he listed all the obstacles that he is blaming for any loss. The downbeat contrast from his election night tone was startling.




                "
292,292,"Maggie Haberman, in New York",1604622426000,"

                    In his first remarks to reporters in two days, Trump delivered a brief statement filled with egregious falsehoods and smears about the election process.


                   Read more ›
"
293,293,"Maggie Astor, in New York",1604621356000,"

                    More votes have been reported in Chatham and Clayton Counties, narrowing Trump’s lead in Georgia to less than 4,000.




                  
See Georgia results › 
"
294,294,"Maggie Astor, in New York",1604620988000,"

                    Erie County, Pa., a bellwether county that voted for Trump in 2016, just flipped to Biden. Trump’s lead in Pennsylvania is now less than 74,000.




                  
See Pennsylvania results › 
"
295,295,"Michael Grynbaum, in New York",1604620461000,"

                    The three major networks — ABC, CBS and NBC — have all cut away after Trump made false claims in an appearance at the White House.




                "
296,296,"Maggie Astor, in New York",1604618527000,"

                    Biden won a new batch of votes from Cumberland County, Pa., by a margin of nearly 70 percent to 30 percent, narrowing Trump’s lead in the state to less than 80,000.




                  
See Pennsylvania results › 
"
297,297,"Nick Corasaniti, in Philadelphia",1604616864000,"

                    Pennsylvania’s top election official says it may take longer than expected to complete the count there. Her office says about 326,000 mail ballots still need to be counted.




                  
See Pennsylvania results › 
"
298,298,"Jeremy Peters, in Birmingham, Mich.",1604615193000,"

                    John James, a Republican who ran against Senator Gary Peters of Michigan in a tight contest, is refusing to concede, citing vague and unsupported claims of cheating.


                   Read more ›
"
299,299,"Stephanie Saul, in New York",1604614657000,"

                    In Georgia’s ongoing presidential vote tally, Biden continues to gain on Trump, narrowing the lead to fewer than 10,000 votes for the first time today.




                  
See Georgia results › 
"
300,300,"Jim Rutenberg, in New York",1604614133000,"

                    The Trump campaign filed suit in federal court seeking to stop the counting in Philadelphia, arguing that its observers were denied proper access. A hearing was set for 5:30 p.m.




                "
